AID,AName,Description,Benefits,Contraindications,Breathing,awareness,You tube Vdo link,Photo,References,Pain,Variations,Level
140,Natavarasana (Lord Krishna's pose),"Stand with the feet together and focus on a fixed point.
Bring the right leg a little forward and place the right foot
to the outside of the left calf with the toes above the floor
and the sole of the foot almost vertical.Rest the side of the right calf against the left shin.
Raise both hands to the right as if playing a flute. The
right palm should face foiWard and the left palm backward.
The index and little fingers of the hands are straight and
the middle fingers are curled into the base of the thumb.
Turn the head slightly to the left and focus the eyes at a
fixed point.
Hold the final position for as long as is comfortable.
To release, bring the head to the centre, lower the arms to
the sides and the raised foot to the floor.
Repeat the stance on the other side.","Natavarasana helps develop nervous balance and
concentration.",,Breathe normally throughout the practice.,"Physical - on maintaining balance while focusing
on a fixed point.
Spiritual - on ajna chakra.",,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_J-kx4uCtIQ_Oi2SrIxs1pc5lw_G8ktZqbg&s,,Nervous Balance,,Intermediate
141,Garudasana (eagle pose),"Assume the standing position and focus the gaze on a
fixed spot.
Bend the right leg and twist it around the left leg. The
right thigh should be in front of the left thigh and the top
of the right foot should rest on the calf of the left leg.
Bend the elbows and bring them in front of the chest.
Twist the forearms around each other with the left elbow
remaining below.
Place the palms together to resemble an eagle's beak.
Balance in this position for some time, then slowly bend
the left knee and lower the body, keeping the back straight,
until the elbows come down to the knees and the tip of the
right big toe touches the floor.
Keep the eyes focused on the fixed point.
Hold the fmal position for as long as is comfortable, then
raise the body, and release the legs and arms.
Relax with the eyes closed. Repeat with the legs and arms the opposite way around.
Practise up to 3 rounds on each side.","Garudasana improves concentration, strengthens the
muscles and loosens the joints of the shoulders, arms and
legs, and is good for the upper back.",,Breathe normally throughout the practice.,"Physical - on maintaining balance while lowering
and raising the body.
Spiritual - on mooladhara chakra.",,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS5lvS8wYe4GyCPNzZ4QApZmmr5F5yNwDd-yA&s,,Muscle Strengthening,,Intermediate
143,Saral Natarajasana (preparatory Lord Shiva's pose),"Stand with the feet together and focus on a fixed point.
Bend the right knee and grasp the ankle with the right
hand behind the body.
Keep both knees together and maintain the balance.
Slowly raise and stretch the right leg backward, as high as
comfortable.
Make sure the right hip does not twist and the leg is raised
directly behind the body.
Reach upward and forward with the left arm, bringing the
tip of the index finger and thumb of the left hand together
to forrnjnana mudra. Focus the gaze on the left hand.
This is the final position.
Hold the position for as long as is comfortable.
Lower the left arm to the side. Lower the right leg, bringing
the knees together. Release the right ankle and lower the
foot to the floor. Lower the right arm to the side. Relax,
then repeat with the left leg.","This asana strengthens the back, shoulders, arms,
hips and legs. It helps develop a sense of balance and
coordination and improves concentration.","People who suffer from a weak heart,
high blood pressure, back problems, hernia, colitis, peptic
or duodenal ulcers, or vertigo should not practise this
asana.",Breathe normally throughout the practice.,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR2IZJEuS3gX62WwzAwH9j_WA-3SWqo0tgRAA&s,,Improved Concentration:,,Intermediate
145,Eka Padasana (one foot pose),"Stand relaxed, with the feet together.
Raise the arms directly above the head and interlock the
fingers with the palms together.
Bend forward slowly from the hips, keeping the trunk,
head and arms in a straight line and transferring the
weight onto the right leg.
Simultaneously raise the left leg straight back, keeping it
in line with the trunk.
The body should pivot from the right hip joint.In the final position the left leg, trunk, head and arms are
all in one straight, horizontal line. The right leg is straight
and vertical.
Focus the gaze on the hands.
Hold the final position for as long as is comfortable and
then, keeping the arms, back and leg aligned, return to
the upright position.
Slowly lower the arms and return to the starting position.
Repeat the movement, raising the right leg back.","This asana strengthens the arms, wrists, back, hips

and leg muscles. It helps to develop muscular coordina-
tion, nervous balance and concentration.","People with lower back problems, heart
problems or high blood pressure should not do this asana.","Inhale while raising the arms.
Exhale while bending to assume the final position.
Breathe normally in the final position.
Inhale while returning to the upright position.
Exhale while lowering the arms.","Physical - on maintaining the alignment of limbs
and spine, and on maintaining balance.
Spiritual - on swadhisthana or manipura chakra.",,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT4MxHPIhmcK_csq-OK_ytViFIVQwTtNCDdGw&s,,Alleviates Constipation,,Intermediate
146,Bakasana (crane pose),"Relax in the standing position with the feet together.
Raise the arms in front of the body over the head.
Bend forward from the hips, transferring the weight to the
right foot, and touch the toes of the right foot with both
hands. Simultaneously, slowly stretch the left leg behind,
raising it as high as is comfortable and bring the forehead
towards the right knee.
Keep both legs straight.
To release, lower the leg and return to the upright position,
keeping the arms straight as they are raised above the
head. Then lower the arms and relax in the standing
position.
Repeat the practice on the other side.","Strengthens the back, hip and leg muscles, improves
blood circulation and gives a beneficial compression to the
abdominal organs. It aids concentration, balance and
nervous coordination.","People with back or heart problems, high
blood pressure or vertigo should not practise this asana.
Cautions for inverted asanas apply.","Inhale while raising the arms.
Exhale while bending forward.
Breathe normally in the final position.
Inhale while returning to the upright position.
Exhale while lowering the arms.","Physical - on maintaining balance.
Spiritual - on swadhisthana or manipura chakra.",,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRMF0EBkWfhofsrGx_YwWpG_UZRL1NgF0u0GA&s,,Nervous Balance,,Intermediate
147,"Utthita Hasta Padangusthasana (raised hand to big toe
pose)","Stand upright with the feet together and relax the whole
body.
Focus the gaze on a fixed point.
Bend the right knee, bringing the thigh as close as possible
to the chest. Place the right arm around the outside of the bent leg and
take hold of the big toe.
Straighten the right leg in front of the body, then slowly
pull it up closer to the body.
Do not strain the leg muscles.
Raise the left arm to the side for balance and perform chin
or jnana mudra with that hand.
Hold the final position for as long as is comfortable.
Bend the knee, release the toe and slowly lower the foot to
the floor.
Relax the arms.
Repeat on the other side.","Improves concentration and coordinates muscular
and nervous balance. The hips and leg muscles are
strengthened and toned, and the hamstrings are stretch-
ed, helping the knee and ankle joints.","This asana should not be practised by
people with sciatica or hip complaints.","Inhale after grasping the big toe.
Exhale while straightening the raised leg, then inhale.
Exhale while pulling the leg higher.
Breathe deeply in the final position.
Exhale while lowering the leg.","Physical - on the stretch along the back of the
leg, on the hips, and on maintaining balance by focusing
on the chosen fixed point.
Spiritual - on mooladhara or swadhisthana chakra.",,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTdl56p9rfqbp5CJnUydvbSqS9b4hqeQSfBiw&s,,Improved Concentration: ,,Intermediate
148,Merudandasana (spinal column pose),"Sit with the legs outstretched.
Bend the knees and place the feet flat on the floor in front
of the buttocks, about half a metre apart. Holding the big
toes, slowly lean backward, balancing on the coccyx.
Straighten the legs and arms, raising them upward.
Steady the body, keeping the spine straight, then separate
the legs as wide as possible. Do not strain.
Hold the final position, keeping the gaze focused on a
fixed point.
Bring the legs together at the centre, bend the knees and
lower the feet to the floor.","This asana tones the abdominal organs, especially
the liver, and strengthens the abdominal muscles. It helps
to stimulate intestinal peristalsis, alleviating constipation.
It tones the sympathetic and parasympathetic nervous
systems, strengthens the muscles of the back and helps to
realign the spine. It helps to remove tiredness from the
legs, giving a feeling of lightness and balance, and is good
for the knees.","Merudandasana should not be practised
by people with high blood pressure, heart ailments, slipped
disc, sacral infections or sciatica.","Inhale in the sitting position.
Retain the breath inside while stretching the legs and
holding the final position. If holding the pose for some
time, breathe normally.
Exhale after lowering the feet.","Physical - on the stretch in the arms, legs and
groin, and on maintaining balance on the coccyx by
focusing on a fixed point.
Spiritual - on swadhisthana chakra.",,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQFmFHfo1A-4Z7n3Bu3fNvg3KkncZoA0OFV-A&s,,Alleviates Constipation,,Intermediate
160,Vashishthasana (Sage Vashishtha's pose),"Assume the final position of santolanasana variation 1. Balance in this position, keeping the body straight. Bend the right knee and take hold of the big toe. Straighten the knee and raise the leg to the vertical position. Turn the head and focus the gaze on the right big toe. Balance the body, keeping the legs and arms straight. Hold the final position for a short duration. Do not strain. Bend the right knee and release the toe. Lower the leg and return to santolanasana. Lower the knees to the floor and relax in matjari-asana or shashankasana. 318 Repeat the practice on the other side. Practice up to 3 times on each side.","This asana improves nervous balance. It also makes the leg muscles supple, strengthens the arms and tones the lower back.","This asana should not be practised by people with hernia, high blood pressure, heart ailments, back conditions, vertigo or weakness of the limbs.",: Breathe normally while in santolanasana. Retain the breath inside while assuming the final position. Continue to retain the breath inside in the final position and while lowering the leg if holding the pose for a short period. Breathe normally if holding for longer periods. Exhale while moving back into santolanasana.,Physical - on maintaining balance and relaxing the leg muscles. Spiritual - on manipura chakra.,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSId2W7c6vIk0qN9272_1o3NVYxCXuiOTVmbw&s,,Nervous Balance,,Intermediate
162,Koormasana (tortoise pose),"Sit on the ground with the legs outstretched. Separate the feet as wide apart as is comfortable. Bend the knees slightly, keeping the heels in contact with the floor. Lean fotward from the hips and place the hands under the knees, palms facing either up or down. Lean further fotward and slowly slide the arms under the legs. The knees may be bent more if necessary. Slide the arms sideways and backward until the elbows lie near the back of the knees. Do not tense the back muscles. Slowly push the heels fonvard and straighten the legs as far as possible. The body will simultaneously bend further fotward as leverage is applied on the hands and legs. Gradually, keeping the awareness on breath and relaxation, move the body fotward until the forehead or chin touches the floor between the legs. Do not force or strain in any way. Fold the arms around the back and interlock the fingers of both hands under the buttocks. This is the final position. Relax the whole body, close the eyes and breathe slowly and deeply. Stay in the final position for as long as is comfortable. Return to the starting position. Perform a counterpose and then relax in shavasana.","Koormasana tones all the organs of the abdomen and is helpful in managing diabetes, flatulence and constipation. It increases circulation in the spine, soothing the nerves and relieving head and neck ache. It induces introversion, mental relaxation, composure and a sense of inner security and surrender. Passion, fear and anger subside, and the body and mind are refreshed through this practice.","Those suffering from slipped disc, sciatica, hernia or chronic arthritis should not perform this asana. It should only be attempted if the spine is sufficiently flexible",Exhale while bending foiWard. Breathe normally in the final position.,"Physical - on relaxing the spine, back muscles and abdomen, and on the breath in the final position. Spiritual - on swadhisthana or manipura chakra",,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQCOQs5kPIrzIrvqjejMQeYkkruZOxuo1bJUg&s,,Diabetes Management:,,Advanced
187,NADI SHODHANA PRANAYAMA,"Hold the fingers of the right hand in front of the face.
Rest the index and middle fingers gently on the eyebrow
centre. Both fingers should be relaxed.
The thumb is above the right nostril and the ring finger
above the left. These two digits control the flow of breath
in the nostrils by alternately pressing on one nostril,
blocking the flow of breath, and then the other.
The little finger is comfortably folded. When practising
for long periods, the elbow may be supported in the pahn
of the left hand, although care is needed to prevent chest
restriction. ","Technique 1 increases awareness of and sensitivity
to the breath in the nostrils. Minor blockages are removed
and the flow of breath in both nostrils becomes more
balanced. Breathing through the left nostril tends to
activate the right brain hemisphere; breathing through
the right nostril activates the left hemisphere. The long, slow, balanced breathing of stage 2 has profound effects,
calming and balancing the energies. ","Nadi shodhana is not to be practised
while suffering from colds, flu or fever. "," Breathing should be silent in all techniques of
nadi shodhana, ensuring that it is not forced or restricted
In any way.
As the ratio and duration increases, the breath becomes
very light and subtle. Increased ratios and breath duration
should not be attained at the expense of relaxation, rhythm
and awareness. The flow of breath must be smooth, with
no jerks, throughout the practice. ","Physical - on the breath and the counting.
Mental - it is easy for the mind to wander during nadi
shodhana. Simply be aware of this wandering tendency of
the mind while continuing the practice and the count.
This will automatically encourage the awareness to return
to the practice.
Spiritual - on ajna chakra. ",,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRpEPbBe3xZ6TbM4k9bvpQXSEZxcdbhAHqR-Q&s,,Labour Pains,,
192,BHASTRIKA PRANAYAMA,"Sit in a comfortable meditation posture with the hands
resting on the knees in either chin or jnana mudra.
Keep the head and spine straight, close the eyes and relax
the whole body.
Take a deep breath in and breathe out forcefully through
the nose. Immediately afterwards breathe in with the same
force. Forceful inhalation results from fully expanding the
abdominal muscles and forceful exhalation from firm
contraction of the abdominal muscles. Do not strain.
During inhalation, the diaphragm descends and the
abdomen moves outward. During exhalation, the diaphragm moves upward and the abdomen moves inward.
The movements should be slightly exaggerated.
Continue in this manner, counting 10 breaths.
Take a deep breath in and breathe out slowly.
This is one round. Practise up to 5 rounds","This practice burns up toxins and helps balance the
doshas or humours: kapha, phlegm; pitta, bile; and vata,
wind. It is a useful practice for women during labour after
a few months of proper preparation.
Because of the rapid exchange of air in the lungs, there is
an increase in the exchange of oxygen and carbon dioxide
into and out of the bloodstream. This stimulates the
metabolic rate, producing heat and flushing out wastes
and toxins. The rapid and rhythmic movement of the
diaphragm also massages and stimulates the visceral
organs, toning the digestive system.
Bhastrika reduces the level of carbon dioxide in the blood.
It helps to alleviate inflammation in the throat and any
accumulation of phlegm. It balances and strengthens the
nervous system, inducing peace, tranquillity and onepointedness of mind in preparation for meditation. ","Bhastrika should not be practised by
people with high blood pressure, heart disease, hernia,
gastric ulcer, stroke, epilepsy, retinal problems, glaucoma
or vertigo. The elderly, those suffering from lung diseases
such as asthma and chronic bronchitis, those recovering
from tuberculosis, or in the first trimester of pregnancy
are recommended to practise only under the guidance of
a competent teacher. ","Beginners may take several free breaths between
rounds so that there is no strain.
Breathing may be practised at 3 breath rates: slow, medium
and fast, depending on individual capacity.
Slow bhastrika is approximately one breath every 2 seconds,
with no undue force on inhalation or exhalation. It is like
amplified normal breathing. It is especially useful for
beginners, but may also be practised at all stages.
Medium breathing increases the speed of respiration to
approximately one breath every second.
Fast breathing means a speed of around 2 breaths per
second. Both medium and fast breathing are suitable for
intermediate and advanced practitioners.
As abdominal muscles become stronger with regular
practice, the number of respirations may be increased by 5
per month until the count of 50 respirations is attained.","Physical - on the breathing process and the physical movement of the abdomen.
Spiritual - on tnanipura chakra. ",,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRvhVUE6QsPYxac-hrYwN-cDmcPxtNKsszWSA&s,,Toxin Removal,,
193,KAPALBHATI PRANAYAMA,"Sit in a comfortable meditation asana. The head and spine
should be straight with the hands resting on the knees in
either chin or jnana mudra.
Close the eyes and relax the whole body.
Exhale through both nostrils with a forceful contraction of
the abdominal muscles. The following inhalation should
take place passively by allowing the abdominal muscles to
relax.
Inhalation should be a spontaneous recoil, involving no
effort.
After completing 10 rapid breaths in succession, inhale
and exhale deeply. Allow the breath to return to normal.
This is one round. Practise up to 5 rounds. ","Kapalbhati has a cleansing effect on the lungs and is
a good practice for respiratory disorders. It balances and
strengthens the nervous system and tones the digestive
organs. It purifies the nadis, and removes sensory distractions. It energizes the mind for mental work and
removes sleepiness. ",": Kapalbhati should not be practised by
those suffering from heart disease, high blood pressure,vertigo, epilepsy, stroke, hernia or gastric ulcer. It is not
recommended during pregnancy","The rapid breathing should be from the abdomen;
the shoulders and face remain relaxed.
Beginners may take several free breaths between rounds.
The number of respirations may be increased from the
initial count of 10 up to 50, as the abdominal muscles
become stronger. Advanced practitioners can increase up
to 60 or 1 00 breaths per round.",,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQv0CKQjwJ8JtQkLYMkPdXS0myLLFfg8L5v5g&s,,Respiratory Disorders:,,
194,MOORCHHA PRANAYAMA,"Sit in any comfortable meditation asana, preferably
padmasana or siddha/siddha yoni asana.
Keep the head and spine straight. Relax the whole body.
Obsenre the breath until it becomes slow and deep.
Adopt khechari mudra, then slowly inhale through both
nostrils with ujjayi pranayama, while gently and smoothly
bending the head slightly back.
Perform shambhavi mudra.
Straighten the arms by locking the elbows and pressing
the knees with the hands.
Retain the breath inside for as long as is comfortable,
maintaining shambhavi mudra.
Exhale and relax the arms. Close the eyes and slowly bring
the head back to the upright position.
Relax the whole body for a few seconds, keeping the eyes
closed. Experience the lightness and tranquillity in the
mind and body. This is one round. ","Moorchha pranayama is an excellent preparation
for meditation as it draws the mind inwards and enables a
psychic state to be experienced. It cuts out the distractions
of the outside world, inhibits identification with the physical
body and brings about mental tranquillity. It helps alleviate
tension, anxiety, anger and neuroses, and raises the level
of prana. ","This technique should not be practised
by those suffering from heart disease, high blood pressure,
epilepsy, brain disorders or atherosclerosis of the carotid
or basilar arteries. Discontinue the practice as soon as the
fainting sensation is felt. The aim is to induce a swooning
sensation, not complete unconsciousness",,"Physical - on the breath, head movement and
eyebrow centre.
Spiritual - on the void behind the eyebrow centre.",,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRHZciDVj1FUYCq_BuemAVRhsTgR02jcFBHgg&s,,Mental Tranquility,,
195,Surya Bheda Pranayama (vitality stimulating breath),"Assume a comfortable meditation asana. Place the hands
on the knees in either chin or jnana mudra. Close the eyes
and relax the whole body.
When the body is comfortable and still, watch the breath
until it spontaneously becomes slow and deep.
Adopt nasagra mudra.
Close the left nostril with the ring finger and inhale slowly
and deeply through the right nostril.
Exhale slowly through the right nostril, keeping the left
nostril closed with the ring finger.
This is one round. "," This practice creates heat in the body and counteracts
imbalances of the vata (wind) and kapha (phlegm) doshas
(humours). It stimulates and awakens the pranic energy by
activating pingala nadi. By increasing extroversion and
dynamism, it enables physical activities to be performed
more efficiently and helps to alleviate depression. It is
especially recommended for those who are dull and
lethargic or who find it difficult to communicate with the
external world. It makes the mind more alert and
perceptive and is an excellent pre-meditation pranayama."," People suffering from heart disease,
hypertension, epilepsy, hyperthyroid, peptic ulcer, acidity
or anxiety should not practise this pranayama.",": When first practising surya bheda pranayama, 10
rounds are sufficient. Over time, however, as the practice
becomes comfortable, the duration may be increased to 10
416 
minutes. Slowly increase the length of retention over a
matter of months.
A ratio of 1: 1: 1 may be introduced to stabilize the practice.
Once this is mastered, it may be increased to 1: 1 :2 and
then 1 :2:2. ",On the breath in the right nostril.,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSQyGeSAx-t5boeLemBQVyre0tZ341YKJ9CGg&s,,Depression Relief:,"Technique 2: with Antar Kumbhaka (inner retention)
At the end of inhalation close both nostrils. Maintain the
internal retention for a comfortable length of time.
Exhale slowly through the right nostril, keeping the left
nostril closed with the ring finger.
Slowly increase the duration of the inhalation, retention
and exhalation without straining. ",
197,Chin Mudra (psychic gesture of consciousness),"Chin mudra is performed in the same way as jnana mudra, except that the palms ofboth hands face upwards, with the backs of the hands resting on the knees. Relax the hands and arms.","Jnana mudra and chin mudra are simple but important psycho-neural finger locks which make meditation asanas more powerful. The palms and fingers of the hands 425 have many nerve root endings which constantly emit energy. When the index finger touches the thumb, a circuit is produced which allows the energy that would normally dissipate into the environment to travel back through the body and up to the brain. When the fingers and hands are placed on the knees, the knees are sensitized, creating another pranic circuit that maintains and redirects prana within the body. In addition, placing the hands on the knees stimulates a nadi which runs from the knees, up the inside of the thighs and into the perineum. This nadi is known as gupta or the hidden nadi. Sensitizing this channel helps to stimulate the energies at mooladhara chakra. When the palms face upward in chin mudra, the chest area is opened up. The practitioner may experience this as a sense of lightness and receptivity, which is absent in the practice of jnana mudra.",,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTdkfFKLYptSRYs1IdvDA-1lBZS08vRYD6rUA&s,,Psycho Neural Activation,"J nana and chin mudras are often performed with the tip of the thumb and index finger touching and forming a circle. Beginners may find this variation les� secure for prolonged periods of meditation, as the thumb and index finger tend to separate more easily when body awareness is lost. Otherwise, this variation is as effective as the basic position.",
